name,price,location,link,Description,Property Address,Estate Name,Property Size,Condition,Furnishing,Attribute_1,Attribute_2,Attribute_3,Subtype,Agency Fee,Legal and Agreement Fee,Caution Fee,Total Fee,Service Charge Fee,Service Charge Covers,Pets,New Property,Total Rooms,Parking Space,Broker Fee,Facilities,Listing by,Furnished
4bdrm Apartment in Macdonald Court for rent, 15000000,Ikoyi,https://jiji.ng/ikoyi-obalende/houses-apartments-for-rent/4bdrm-apartment-in-macdonald-court-for-rent-rH7aq1da5q4YPtgHVNzOMG8D.html?page=6&pos=2&cur_pos=2&ads_per_page=23&ads_count=15812&lid=FOXK95B7VIvKP0sP&indexPosition=115,"Fully serviced spacious 4bedrooms apartment with swimming pool, tennis court & children playground for rent
- 
*note:* for expatriate or corporate client.
location: macdonald court ikoyi lagos

 features:
- children playground
- tennis court
- swimming pool
- fitted kitchen
- 24 hours electricity 
- 24 hours security
- all rooms ensuite
- fitted kitchen
- interlock floor
- pop ceiling
- water heater
- family lounge
- water treatment
 for more information call whatsapp
uwe
yunusa",Macdonald Court Ikoyi Lagos,Macdonald Court Ikoyi,1000sqm,Fairly Used,Semi-Furnished,Apartment,4 bedrooms,4 bathrooms,,,,,,,,,,,,,,,
3bdrm Apartment in Lekki County for rent, 2500000,"Lekki, Lekki Expressway",https://jiji.ng/lekki-expressway/houses-apartments-for-rent/3bdrm-apartment-in-lekki-county-for-rent-hfYEsHiOVIALkGRVIV38XjZ5.html?page=6&pos=5&cur_pos=5&ads_per_page=23&ads_count=15812&lid=FOXK95B7VIvKP0sP&indexPosition=118,"3 bed apartment for rent
Rent. 2.5m
Agent. 10%
Legal. 5%
Caution. 10%",3 bed apartment Lekki county for Rent,Lekki county,1000sqm,Renovated,Semi-Furnished,Apartment,3 bedrooms,3 bathrooms,,250000,125000,250000,625000,,,,,,,,,,
4bdrm Duplex in Lekki for rent, 6500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-lekki-for-rent-buKu3hJ0csQUdbpeuz5PCNoR.html?page=6&pos=8&cur_pos=8&ads_per_page=23&ads_count=15812&lid=FOXK95B7VIvKP0sP&indexPosition=121,"It’s a 4 Bedroom Terrace Duplex in a private estate around Pinnock Osapa. It comes with swimming pool, children’s playground, and gym. It’s well secured with 24/7 security, the light is pay-as-you-go. It’s currently 15hours light based on the diesel increment. However, they’re expected to go back to 24/7 power supply in few weeks.",Osapa London,,95sqm,Fairly Used,Unfurnished,Duplex,4 bedrooms,4 bathrooms,,650000,650000,500000,1800000,,,,,,,,,,
Furnished 4bdrm Duplex in Lekki Phase 1 for rent, 25000000,"Lekki, Lekki Phase 1",https://jiji.ng/lekki-phase/houses-apartments-for-rent/furnished-4bdrm-duplex-in-lekki-phase-1-for-rent-BiOuHA3G8XqD8kmJQoUN64JI.html?page=6&pos=10&cur_pos=10&ads_per_page=23&ads_count=15812&lid=FOXK95B7VIvKP0sP&indexPosition=123,"2) To let Fully Furnished Luxury 4 Bedroom Penthouse Duplex
 Beside Nike Art Gallery, Lekki Phase 1.
Rent: 25M (per annum)
20M (2 years)
Service charge: 2M
Caution: 5M
Agency: 10%
Legal: 10%","LEKKI PHASE 1,",LEKKI PHASE 1,600sqm,Newly-Built,Furnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,,,
4bdrm Duplex in Lekki for rent, 4500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-lekki-for-rent-nt4KDSJgoAAUu6f12IFCKE8O.html?page=6&pos=14&cur_pos=14&ads_per_page=23&ads_count=15812&lid=FOXK95B7VIvKP0sP&indexPosition=127,"4 bedroom semi detached duplex 
For rent 
Location : orchid ,Eleganza 
Rent :4.5M",Orchid Road,,600sqm,Newly-Built,Unfurnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,,,
"4bdrm Duplex in Orchid Road, Lekki for rent", 6500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-orchid-road-lekki-for-rent-mGxIgPOYxjvwV1vOLDGYC5Bo.html?page=6&pos=17&cur_pos=17&ads_per_page=23&ads_count=15812&lid=FOXK95B7VIvKP0sP&indexPosition=130,"To let
4 bedroom semi detached duplex with a bq available for rent
location orchid, lekki, lagos
rent #6.5m
other charges:
agency: 10%
legal: 10%
caution: 500k
features:
all rooms en-suite
pop ceiling
large living area
dinning area
fitted kitchen
heat extractor
water heaters
walk-in shower
bathtub
bq
gated estate
etc etc",orchid road,"Orchid road, Lekki",200sqm,Renovated,Unfurnished,Duplex,4 bedrooms,5 bathrooms,,,650000,500000,,,,,,,,,,,
3bdrm Apartment in Lekki Phase 1 for Rent, 5000000,"Lekki, Lekki Phase 1",https://jiji.ng/lekki-phase/houses-apartments-for-rent/3bdrm-apartment-in-lekki-phase-1-for-rent-cYlKgEu2xDe0IqgkpcrqPaA2.html?page=6&pos=19&cur_pos=19&ads_per_page=23&ads_count=15812&lid=FOXK95B7VIvKP0sP&indexPosition=132,"*for rent*
spacious 3 bed apartment +1 bq upstairs
location: lekki phase 1 right by petrocam, lagos 
rent : 5m per annum
s.charge: 500k
agency : 10%
caution : 5%
legal : 10%",Lekki phase 1,,,Newly-Built,Unfurnished,Apartment,3 bedrooms,3 bathrooms,,,,,,,,Pets Allowed,,,,,,,
4bdrm Duplex in Lekki for rent, 4000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-lekki-for-rent-i1vw8HR4DgCbTSNzQui2I7Yd.html?page=6&pos=22&cur_pos=22&ads_per_page=23&ads_count=15812&lid=FOXK95B7VIvKP0sP&indexPosition=135,"Location:orchid
Rent:4m
Self serviced",Orchid,,600sqm,Newly-Built,Unfurnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,,,,,,,,
"Furnished 3bdrm Apartment in Oniru Estate, Victoria Island Extension", 12000000,"Victoria Island, Victoria Island Extension",https://jiji.ng/victoria-island-extension/houses-apartments-for-rent/furnished-3bdrm-apartment-in-oniru-estate-victoria-island-extension-3ptakqdzOLtTADokZtB0D0IA.html?page=7&pos=2&cur_pos=2&ads_per_page=23&ads_count=15810&lid=FOXK95B7VIvKP0sP&indexPosition=138,"*TO LET*
Fully furnished and Serviced 3 bedroom Apartment with BQ and a pool.
Location: Oniru Estate, off Palace, Victoria Island, Lagos.
Rent:12m per annum
Service Charge:  per annum.
Caution fee- 
Agenc 
Legal - 

Chris",Oniru Estate off Palace rd,Oniru Estate,1000sqm,Fairly Used,Furnished,Apartment,3 bedrooms,3 bathrooms,,,,,,,,,,,,,,,
5bdrm Duplex in Pinnock Beach Estate for rent, 18000000,"Lekki, Osapa london",https://jiji.ng/osapa-london/houses-apartments-for-rent/5bdrm-duplex-in-pinnock-beach-estate-for-rent-3H8fsfC2LfLreBqjnH8xXEwM.html?page=7&pos=5&cur_pos=5&ads_per_page=23&ads_count=15810&lid=FOXK95B7VIvKP0sP&indexPosition=141,"FOR RENT!
Luxury 5bedroom detached duplex with swimming pool and cinemaPinnock beach Estate Osapa,Lekki
N18M",Luxury 5bedroom duplex with swimming pool & cinema at Osapa,Pinnock beach Estate osapa London lekki lagos,600sqm,Newly-Built,Semi-Furnished,Duplex,5 bedrooms,6 bathrooms,,,,,,,,,,,,,,,
3bdrm House in Lekki Phase 1 for rent, 10000000,"Lekki, Lekki Phase 1",https://jiji.ng/lekki-phase/houses-apartments-for-rent/3bdrm-house-in-lekki-phase-1-for-rent-pskSwgcRKSAP0lOYze6zBNtq.html?page=7&pos=8&cur_pos=8&ads_per_page=23&ads_count=15810&lid=FOXK95B7VIvKP0sP&indexPosition=144,"Luxury 3 bedroom apartment with a rooftop balcony + 1 BQ
3 bedroom 
1 BQ
Parking space 
Security
Sweet, luxurious and private 
Rent 10M
Service charge 2M
Agency 10%
Legal 10%
Total 14M",Lekki phase 1,,102sqm,Newly-Built,Unfurnished,House,3 bedrooms,4 bathrooms,,,,,,,,,,,,,,,
4bdrm Duplex in Lekki for rent, 4000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-lekki-for-rent-i1vw8HR4DgCbTSNzQui2I7Yd.html?page=7&pos=11&cur_pos=11&ads_per_page=23&ads_count=15810&lid=FOXK95B7VIvKP0sP&indexPosition=147,"Location:orchid
Rent:4m
Self serviced",Orchid,,600sqm,Newly-Built,Unfurnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,,,,,,,,
"Furnished 3bdrm Block of Flats in Ogunfayo Royal, Awoyaya for rent", 1000000,"Ibeju, Awoyaya",https://jiji.ng/awoyaya/houses-apartments-for-rent/furnished-3bdrm-block-of-flats-in-ogunfayo-royal-awoyaya-for-rent-dd4M2uI48UFmdR9BABhSdB28.html?page=7&pos=14&cur_pos=14&ads_per_page=23&ads_count=15810&lid=FOXK95B7VIvKP0sP&indexPosition=150,"A very massive, descent and uniquely built 3bedrooms flat with modern facilities, properly fenced with gate","Ogunfayo Royal Estate, Awoyaya",Ogunfayo Royal Estate,600sqm,Fairly Used,Furnished,Block of Flats,3 bedrooms,3 bathrooms,,1000000,1000000,1000000,3000000,,,,,,,,,,
"2bdrm Apartment in Behind Zenith, Victoria Island for rent", 8000000,Victoria Island,https://jiji.ng/victoria-island/houses-apartments-for-rent/2bdrm-apartment-in-behind-zenith-victoria-island-for-rent-pak46o7Qb3WEjmmNEbfAf81.html?page=7&pos=17&cur_pos=17&ads_per_page=23&ads_count=15810&lid=FOXK95B7VIvKP0sP&indexPosition=153,"2 bed apartment, newly built, 
features
Gym",ZENITH BANK ROAD,BEHIND ZENITH,2500sqm,Newly-Built,Unfurnished,Apartment,2 bedrooms,2 bathrooms,,10,10,500000,,1300000,"cleaning, waste, security, etc",,,,,,,,
4bdrm Duplex in Lekki for rent, 6000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-lekki-for-rent-8DPmk8Wvd6dLUohoIZkMU1jt.html?page=7&pos=21&cur_pos=21&ads_per_page=23&ads_count=15810&lid=FOXK95B7VIvKP0sP&indexPosition=157,We have a beautiful 4bedroom detached duplex available for rent in a serene location .,Orchid lekki,,350sqm,Fairly Used,Semi-Furnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,,,
3bdrm Apartment in Osapa London for rent, 3500000,"Lekki, Osapa london",https://jiji.ng/osapa-london/houses-apartments-for-rent/3bdrm-apartment-in-osapa-london-for-rent-fHAvvvtHMakFAFV7zZh0GdfV.html?page=8&pos=1&cur_pos=1&ads_per_page=23&ads_count=15810&lid=FOXK95B7VIvKP0sP&indexPosition=160,"to let
tastefully built and serviced three bedroom flat inside an estate in osapa
location osapa london
caution fee:n10%
legal fee: 10%
agency fee: 10%
nb: *please come with your direct client... chain is long*
tmr",Osapa,Osapa London,500sqm,Newly-Built,Semi-Furnished,Apartment,3 bedrooms,3 bathrooms,,,,,,,,,,,,,,,
4bdrm Duplex in Lekki for rent, 6000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-lekki-for-rent-g6slTJxaqEhmccC8TVijlcqY.html?page=8&pos=3&cur_pos=3&ads_per_page=23&ads_count=15810&lid=FOXK95B7VIvKP0sP&indexPosition=162,"Fully Serviced Luxury 4Bedrooms Terrace Duplex with BQ For Rent
 Location: Osapa London Lekki Lagos.
Rent: N6M Per annum
Agency: 10%: 
Legal: 10%: 
Caution fee: 
Service charge  per month (Paid to the Estate Management)
*Features:*
 Fully serviced 
 All rooms En-suite 
 Ample parking space 
 Serene Environment 
 Accessible Road
Swimming pool 
Gym 
Lounge / Sit out Area 
 For more information call WhatsApp","Osapa London, Lekki.",,600sqm,Newly-Built,Unfurnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,,,
4bdrm Duplex in Victoria Island Extension for rent, 9500000,"Victoria Island, Victoria Island Extension",https://jiji.ng/victoria-island-extension/houses-apartments-for-rent/4bdrm-duplex-in-victoria-island-extension-for-rent-i1zs5SFkflzOB6MeHqOUTJKc.html?page=8&pos=7&cur_pos=7&ads_per_page=23&ads_count=15810&lid=FOXK95B7VIvKP0sP&indexPosition=166,"Luxury 4 bedroom services terrace duplex 1bq 
Platinum way beside Nicon Town lekki 
*Facilities*
Swimming pool,gym, 247power, all ensuite, cctv fitted kitchen wardrobes, balcony 
Rent 9.5M
Services charge 800k
Legal 10%
Agency 10%
Caution 10%",Oniru,,500sqm,Newly-Built,Semi-Furnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,,,,,,,,
4bdrm Duplex in Chevron Lekki for rent, 6000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-chevron-lekki-for-rent-kSySi2GAkHxcPlsVJUlASTnx.html?page=8&pos=10&cur_pos=10&ads_per_page=23&ads_count=15810&lid=FOXK95B7VIvKP0sP&indexPosition=169,"Newly built 4Bedrooms Fully Detached Duplex with Bq at chevron second toll gate is available for rent 
Annual rent 6miliion 
Agency 60ok.
Legal 300k
Refundable caution 600k
Service charge 480
It can also be self serviced",Chevron second toll gate,Chevron Lekki,500sqm,Newly-Built,Unfurnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,,,
"3bdrm Maisonette in Pinnock Beach Estate, Lekki for Rent", 6500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/3bdrm-maisonette-in-pinnock-beach-estate-lekki-for-rent-mCwOy5di7wFz0rUXn1iiodgn.html?page=8&pos=13&cur_pos=13&ads_per_page=23&ads_count=15810&lid=FOXK95B7VIvKP0sP&indexPosition=172,"TO LET 
A unit of 3 bedroom Maisonette with a Room BQ All bedrooms en-suite, guest toilet, sitting/dining, kitchen, laundry room, family lounge upstairs. Large Master bedroom en-suite 
Situated in a classy and Prestigious environment of Pinnock Estate. Lush green area and garden. Very quiet, exquisite and serene. 
Rent: N6.5m 
Service Charge: N3.5m on account. Inclusive of diesel, generator and power 
Refundable Caution: N1m 
Agency: 10%
Legal:5%","Pinnock beach estate, Lekki",Pinnock beach estate,300sqm,Newly-Built,Semi-Furnished,Maisonette,3 bedrooms,4 bathrooms,,,,,,,,,,,,,,,
4bdrm Townhouse / Terrace in Lekki for rent, 4000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-townhouse-terrace-in-lekki-for-rent-83d5vY0RbFFieqhMC9DFDynb.html?page=8&pos=15&cur_pos=15&ads_per_page=23&ads_count=15810&lid=FOXK95B7VIvKP0sP&indexPosition=174,"FOR RENT! 
Lovely 4 Bedroom Terrace Duplex 
Location- Orchid, Lekki
Rent - N4million
Service Charge - N500,000/annum
Caution - 10%
Agency - 10% 
Legal - 10%
Property Features:
- [x] 24hrs Security
- [x] 24hr Electricity 
- [x] Pantry
- [x] Room ensuite 
- [x] Visitors toilet 
- [x] Fitted Kitchen
- [x] Very Secured Estate 
- [x] Ample Parking Space 
- [x] Wardrobe 
- [x] Kitchen cabinet
For more information and enquiries070XXXXXXXX",ORCHID,,500sqm,Newly-Built,Semi-Furnished,Townhouse / Terrace,4 bedrooms,4 bathrooms,Detached,,,,,,,,,,,,,,
"4bdrm Duplex in Harris Drive Vgc, Lekki for rent", 5000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-harris-drive-vgc-lekki-for-rent-iB7lrepllQlHcPFt5z7QSTpL.html?page=8&pos=19&cur_pos=19&ads_per_page=23&ads_count=15810&lid=FOXK95B7VIvKP0sP&indexPosition=178,"Iclasshomes rental  
4bedroom semi detached duplex for rent 
amenities: 
- [ ] fitted kitchen 
- [ ] pop ceiling 
- [ ] detailed finishing 
- [ ] wardrobes 
- [ ] gas cooker 
- [ ] water heater
- [ ] heat extractor
- [ ] bq 
- [ ] 24hrs electricity 
- [ ] swimming 
- [ ] gymnasium
- [ ] kids play grounds 
- [ ] secured estate  
 
location: vgc harris drive pacific abode 
price: 5m per annum 
legal : 10percent 
agency : 10percent 
caution : 10percent
total package: 6.5m 
 service charge: 50k monthly (can be paid monthly or annually 
for more information call",VGC,HARRIS DRIVE VGC,500sqm,Newly-Built,Unfurnished,Duplex,4 bedrooms,4 bathrooms,,500000,500000,500000,1500000,50000,,,,,,,,,
4bdrm Duplex in Ikoyi for rent, 20000000,Ikoyi,https://jiji.ng/ikoyi-obalende/houses-apartments-for-rent/4bdrm-duplex-in-ikoyi-for-rent-kV6eZnM8p2noPwhOMANA2ryu.html?page=8&pos=22&cur_pos=22&ads_per_page=23&ads_count=15810&lid=FOXK95B7VIvKP0sP&indexPosition=181,"Luxurious 4Bed Terrace Duplex for Rent 
Location: Ikoyi, Lagos.
Amenities 
Luxury fittings
Serviced Estate
Swimming Pool 
Gym House
All rooms en-suite 
CCTV Surveillance 
Dinnig Area
Lounge
Parking Lot 
Balcony 
Fitted Kitchen 
 Secured Estate
24hrs Security
Great Neighbor
Price: per Annum
Agency : 10%
Caution fee: 5%
Legal fee: 10%
Service charge: 
Total Package:",Ikoyi,,30sqm,Newly-Built,Unfurnished,Duplex,4 bedrooms,4 bathrooms,,10,10,5,,3000000,"Security, sanitation, water treatment",,,,,,,,
3bdrm Duplex in Ikoyi for rent, 12000000,Ikoyi,https://jiji.ng/ikoyi-obalende/houses-apartments-for-rent/3bdrm-duplex-in-ikoyi-for-rent-dlgBFigPjlsysOpepiN5BqjZ.html?page=9&pos=1&cur_pos=1&ads_per_page=23&ads_count=15810&lid=FOXK95B7VIvKP0sP&indexPosition=183,"Fully Serviced Spacious 3Bedroom Terrace duplex with Pool BQ For Rent
Location: Off Awolowo way, Ikoyi Lagos
Rent: N12M Per annum
Service Charges: 1.5M
Power is Pay As you Go.
Agency: 10%
 Legal: 10%
 Caution Deposit: 800k
 *Features*
- All Rooms Ensuite
- Swimming pool
- BQ
- Serviced Apartment
- Stable Power Supply
- 24 Hours Security
- Fitted kitchen
- Dinning Section
- Family Lounge
- Good road
- Serene environment
- Prime location
- Good neighborhood
- Clean Water
- Good drainage system","Off Awolowo way, Ikoyi.",,600sqm,Fairly Used,Unfurnished,Duplex,3 bedrooms,3 bathrooms,,,,,,,,,,,,,,,
"3bdrm Apartment in Oral Estate, Chevron for rent", 3000000,"Lekki, Chevron",https://jiji.ng/chevron/houses-apartments-for-rent/3bdrm-apartment-in-oral-estate-chevron-for-rent-lodHSitdCRGDnOVPxOO0J56.html?page=9&pos=5&cur_pos=5&ads_per_page=23&ads_count=15810&lid=FOXK95B7VIvKP0sP&indexPosition=187,"For rent 
newly built serviced 
3-bedroom appartment 
location: oral estate 
rent : n3m
agency: 10%
legal : 10% 
caution 10%",Oral estate,Oral estate,700sqm,Fairly Used,Unfurnished,Apartment,3 bedrooms,3 bathrooms,,,,,,,,,,,,,,,
"Furnished 4bdrm Apartment in U3 Estate, Lekki for rent", 6000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/furnished-4bdrm-apartment-in-u3-estate-lekki-for-rent-rWt8ECArGusv4YHnuzqU3xXW.html?page=9&pos=9&cur_pos=9&ads_per_page=23&ads_count=15810&lid=FOXK95B7VIvKP0sP&indexPosition=191,"FOR RENT 
•8 units of 3 bedroom flat with a room bq, tastefully finished and fully furnished, with modern fittings,in a serene and secure environment; has a swimming pool available, available for rent 
NB: (CORPORATE ORGANIZATION/CLIENT TO TAKE ALL)
•LOCATION: lekki right, beside u3 estate, Lekki, Lagos
•RENTAL VALUE: 6m per unit 
-Agency: 10%
-Legal: 10%
-Caution: 500k per unit(negotiable)","Lekki right, Lagos","U3 estate, Lekki right, Lagos",700sqm,Newly-Built,Furnished,Apartment,4 bedrooms,5 bathrooms,,,,,,,,,,,,,,,
"6bdrm Duplex in Orchid Road, Chevron for Rent", 7000000,"Lekki, Chevron",https://jiji.ng/chevron/houses-apartments-for-rent/6bdrm-duplex-in-orchid-road-chevron-for-rent-dRhX8fw8R7jok067Are8ikVw.html?page=9&pos=12&cur_pos=12&ads_per_page=23&ads_count=15810&lid=FOXK95B7VIvKP0sP&indexPosition=194,"6 bedroom detached house To in a reputable eatate inOrchid Rd.
Smarted 6 bedroom fully detached house with BQ.
Legal: 10%
Agency: 10%
24/7 Clean water available
Power is PAYG",Orchid,Orchid Road,500sqm,Newly-Built,Semi-Furnished,Duplex,6 bedrooms,6 bathrooms,,,,,,,,,,,,,,,
4bdrm Duplex in Lekki Phase1 for rent, 8500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-lekki-phase1-for-rent-u5tiClDbwHEPrj4I0qW1uHz4.html?page=9&pos=14&cur_pos=14&ads_per_page=23&ads_count=15810&lid=FOXK95B7VIvKP0sP&indexPosition=196,"Lekki phase 1 | 4 bed|n
4bedroom seni detached duplex .
: lekki, phase 1
can be used for residential 

legal: 10%
agency:10%
caution: 10%
total package 
details
- 4 bedroom
- 1 bq | 1 security room.
- phcn prepaid meter
- wardrobe
- fully fitted kitchen
- 3 car park
- easy to access.
zappy",Lekki phase 1,Lekki Phase1,600sqm,Renovated,Unfurnished,Duplex,4 bedrooms,5 bathrooms,,850000,850000,850000,2550000,1200000,,,,,,,,,
"4bdrm Duplex in Opic Estate, Isheri North for rent", 2000000,"Ojodu, Isheri North",https://jiji.ng/isheri-north/houses-apartments-for-rent/4bdrm-duplex-in-opic-estate-isheri-north-for-rent-7Memsk68CHY5ZiYSSNeZI7lb.html?page=9&pos=16&cur_pos=16&ads_per_page=23&ads_count=15810&lid=FOXK95B7VIvKP0sP&indexPosition=198,Lovely 4 bedroom detached duplex all rooms en-suite and enough parking space for rent,Opic Estate,Opic Estate,500sqm,Fairly Used,Semi-Furnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,,,
4bdrm Duplex in Lekki for rent, 6000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-lekki-for-rent-qhezP2ZcgoVYhibviAb2j5Hd.html?page=9&pos=20&cur_pos=20&ads_per_page=23&ads_count=15810&lid=FOXK95B7VIvKP0sP&indexPosition=202,"FOR RENT! 
Lovely 4 Bedroom Semi-Detached Duplex 
Location- Chevron, Lekki
Property Features: 
- [x] Room ensuite 
- [x] Visitors toilet 
- [x] Fitted Kitchen
- [x] Very Secured Estate 
- [x] 24hrs Security 
- [x] Ample Parking Space 
- [x] Wardrobe 
- [x] Kitchen cabinet
- [x] Jacuzzi
For more information and enquiries070XXXXXXXX",CHEVRON,,500sqm,Fairly Used,Semi-Furnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,,,,,,,,
"4bdrm Duplex in Orchid, Lekki for rent", 5500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-orchid-lekki-for-rent-tAFl5yd6chbP6I8Vx414H6n1.html?page=9&pos=22&cur_pos=22&ads_per_page=23&ads_count=15810&lid=FOXK95B7VIvKP0sP&indexPosition=204,"For Rent!!
4 Bedroom Semi Detached Duplex with Bq
Location : Orchid, Lekki, Lagos.
Price: 5.5 Million Naira 
Caution: 300 Thousand Naira
Agency and Legal: 10% each
________________________________
Features
- Fitted Kitchen 
- Fully Serviced Estate 
- Brand New
- POP Ceilings 
- Water Treatment
- 24/7 Security
Etc
#Chiso","Orchid, Lekki",Orchid,450sqm,Newly-Built,Semi-Furnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,,,,,,,,
5bdrm Duplex in Agungi Estate for rent, 5500000,"Lekki, Agungi",https://jiji.ng/agungi/houses-apartments-for-rent/5bdrm-duplex-in-agungi-estate-for-rent-xEHeXOvmQuWdAxvxi7zWmWWH.html?page=10&pos=2&cur_pos=2&ads_per_page=23&ads_count=15810&lid=FOXK95B7VIvKP0sP&indexPosition=207,"Luxury 5 bedroom fully detached duplex.
agungi, lekki, lagos
 n5,500,000 ×2 depending on the client profile
features;
-ensuite rooms 
-family lounge 
-open terrace 
-automation switches 
-box room 
-chandelier 
-spacious living room security 
-top quality tiles 
-island countertop 
-jacuzzi • custom vanity
- 5 parking spaces
-bq
note: it comes unfurnished 
joke",Agungi Estate,Agungi Estate,500sqm,Fairly Used,Semi-Furnished,Duplex,5 bedrooms,5 bathrooms,,,,,,,,,,,,,,,
